2	269	1.000000
2	388	1.000000
2	394	1.000000
2	494	1.000000
2	758	1.000000
26	174	1.000000
26	414	1.000000
26	565	1.000000
26	878	1.000000
30	44	1.000000
30	48	1.000000
30	53	1.000000
30	370	1.000000
30	739	1.000000
38	53	1.000000
38	70	1.000000
38	92	1.000000
38	182	1.000000
38	245	1.000000
38	289	1.000000
38	388	1.000000
38	746	1.000000
44	388	1.000000
44	394	1.000000
48	389	1.000000
48	733	1.000000
48	779	1.000000
61	289	1.000000
61	362	1.000000
61	371	1.000000
61	591	1.000000
68	820	153.000000
70	739	1.000000
89	182	1.000000
89	392	1.000000
89	733	1.000000
92	151	1.000000
92	182	1.000000
92	362	1.000000
92	391	1.000000
92	454	1.000000
92	869	1.000000
93	387	1.000000
93	411	1.000000
93	690	1.000000
97	152	165.000000
101	249	1.000000
101	362	1.000000
101	746	1.000000
101	870	1.000000
103	388	1.000000
103	434	1.000000
103	761	1.000000
103	874	1.000000
104	192	1.000000
104	494	1.000000
104	537	1.000000
104	829	1.000000
104	850	1.000000
104	869	1.000000
105	391	1.000000
105	603	1.000000
124	249	1.000000
126	182	1.000000
126	746	1.000000
132	779	1.000000
137	329	100.000000
137	549	73.214287
137	726	100.000000
148	411	1.000000
148	829	1.000000
148	875	1.000000
151	289	1.000000
151	758	1.000000
152	461	168.000000
160	199	153.000000
160	211	153.000000
163	565	1.000000
174	252	1.000000
185	199	168.000000
185	211	168.000000
185	794	168.000000
192	443	1.000000
192	494	1.000000
199	549	153.000000
199	639	4.000000
199	650	4.000000
199	794	4.000000
199	827	38.000000
208	379	8.000000
211	273	153.000000
211	329	153.000000
211	827	153.000000
221	635	1.000000
221	867	1.000000
225	374	1.000000
225	394	1.000000
225	436	1.000000
225	490	1.000000
225	733	1.000000
232	391	1.000000
232	746	1.000000
232	765	1.000000
235	375	1.000000
235	388	1.000000
235	591	1.000000
236	339	1.000000
236	394	1.000000
236	603	1.000000
236	691	1.000000
239	499	1.000000
239	578	1.000000
241	289	1.000000
241	391	1.000000
243	392	1.000000
243	411	1.000000
243	434	1.000000
243	464	1.000000
243	635	1.000000
243	733	1.000000
243	867	1.000000
243	875	1.000000
245	537	1.000000
249	744	1.000000
249	870	1.000000
252	482	3.000000
260	386	1.000000
260	492	1.000000
260	537	1.000000
260	733	1.000000
269	442	3.000000
269	451	1.000000
269	708	1.000000
273	626	4.000000
273	639	4.000000
273	820	153.000000
289	387	1.000000
289	392	1.000000
289	708	1.000000
289	758	1.000000
289	812	1.000000
307	707	1.000000
329	650	4.000000
339	392	1.000000
339	492	1.000000
339	591	1.000000
362	368	1.000000
362	442	3.000000
368	375	1.000000
368	578	1.000000
368	664	1.000000
370	372	1.000000
370	490	1.000000
371	374	1.000000
372	451	1.000000
372	483	1.000000
372	635	1.000000
372	733	1.000000
374	391	1.000000
374	442	3.000000
374	867	1.000000
374	869	1.000000
375	387	1.000000
386	411	1.000000
386	430	1.000000
386	499	1.000000
387	391	1.000000
387	392	1.000000
387	635	1.000000
388	537	1.000000
388	744	1.000000
388	812	1.000000
388	870	1.000000
389	483	1.000000
389	707	1.000000
390	639	123.000000
390	827	168.000000
391	869	1.000000
394	591	1.000000
411	421	1.000000
411	443	1.000000
421	850	1.000000
430	636	1.000000
430	707	5.000000
430	737	1.000000
434	443	1.000000
434	758	1.000000
436	739	1.000000
442	758	3.000000
442	867	3.000000
443	739	1.000000
451	494	1.000000
451	761	1.000000
461	549	153.000000
483	591	1.000000
483	874	1.000000
487	827	38.000000
490	829	1.000000
492	779	1.000000
494	603	1.000000
499	578	1.000000
537	779	1.000000
549	794	4.000000
635	664	1.000000
635	756	1.000000
635	812	1.000000
636	829	1.000000
639	726	4.000000
688	878	1.000000
690	708	1.000000
691	733	1.000000
737	779	1.000000
739	870	1.000000
779	850	1.000000
878	895	1.000000
