0 1 2
0 3 1
0 4 1
0 5 10
0 6 3
0 7 1
0 12 1
0 14 1
0 15 1
0 22 1
0 31 1
0 33 1
0 34 1
0 35 1
0 36 4
0 38 1
0 40 1
0 52 1
0 66 2
0 70 2
0 72 1
0 74 1
0 75 1
0 78 7
0 95 1
0 107 1
0 108 1
0 111 2
0 114 2
0 125 1
0 132 7
0 134 2
0 138 1
0 149 1
0 152 1
0 156 1
0 157 1
0 172 61
0 177 10
0 183 1
0 184 1
0 187 1
0 193 1
0 205 1
0 206 1
0 213 4
0 219 2
0 220 17
0 222 1
0 224 4
0 227 2
0 232 2
0 233 1
0 249 2
0 252 1
0 254 7
0 255 34
0 260 1
0 267 2
0 276 2
0 280 2
0 286 7
0 312 1
0 317 1
0 323 1
0 325 1
0 326 5
0 327 1
0 330 1
0 348 1
0 349 1
0 351 2
0 357 1
0 371 2
0 372 2
0 377 1
0 379 2
0 387 3
0 394 2
0 396 4
0 404 1
0 419 1
0 425 6
0 429 1
0 431 1
0 434 11
0 470 4
0 475 1
0 485 1
0 486 1
0 487 2
0 490 2
0 494 2
0 500 7
0 504 1
0 505 1
0 509 1
0 510 47
0 516 1
0 519 1
0 526 3
0 527 1
0 533 4
0 534 3
0 535 7
0 541 8
0 548 1
0 556 1
0 558 4
0 560 1
0 566 2
0 567 1
0 572 1
0 576 4
0 580 4
0 586 1
0 599 2
0 611 3
0 613 1
0 625 1
0 631 1
0 633 1
0 646 2
0 648 1
0 650 1
0 651 1
0 653 2
0 657 2
0 658 2
0 662 1
0 674 4
0 677 2
0 679 1
0 687 2
0 689 18
0 692 1
0 701 4
0 706 200
0 709 3
0 713 2
0 726 1
0 727 1
0 756 2
0 763 1
0 767 1
0 778 1
0 780 2
0 782 1
0 793 1
0 797 1
0 799 1
0 800 4
0 801 1
0 805 2
0 825 2
0 827 1
0 831 1
0 841 1
0 850 3
0 851 1
0 858 2
0 863 1
0 868 4
0 870 2
0 875 200
0 880 5
0 884 3
0 889 6
0 894 1
0 904 1
0 905 2
0 913 10
0 917 2
0 924 1
0 931 10
0 934 1
0 938 1
0 941 3
0 942 1
0 945 1
0 949 1
0 950 1
0 952 2
0 959 2
0 960 1
0 961 1
0 965 1
0 970 1
0 975 3
0 977 4
0 981 2
0 998 1
0 1003 3
0 1010 1
0 1016 11
0 1019 2
0 1026 1
0 1031 3
0 1033 1
0 1040 1
0 1046 1
0 1064 1
0 1065 1
0 1069 2
0 1086 2
0 1097 1
0 1098 1
0 1103 2
0 1109 2
0 1129 32
0 1131 1
0 1134 5
0 1149 1
0 1151 39
0 1152 1
0 1160 1
0 1166 1
0 1169 2
0 1174 1
0 1177 4
0 1182 1
0 1183 1
0 1185 1
0 1187 3
0 1197 1
0 1199 1
0 1205 4
0 1206 1
0 1211 1
0 1213 4
0 1236 1
0 1244 1
0 1248 1
0 1250 1
0 1259 1
0 1263 1
0 1265 1
0 1275 1
0 1276 1
0 1277 1
0 1298 7
0 1300 1
0 1346 2
0 1347 1
0 1353 1
0 1354 3
0 1356 2
0 1367 3
0 1379 1
0 1392 2
0 1398 3
0 1399 1
0 1404 1
0 1406 2
0 1409 1
0 1430 2
0 1431 2
0 1433 1
0 1439 3
0 1440 1
0 1443 1
0 1445 5
0 1449 1
0 1453 1
0 1462 15
0 1476 2
0 1486 1
0 1487 1
0 1522 1
0 1527 2
0 1538 1
0 1542 81
0 1543 2
0 1547 1
0 1559 3
0 1560 1
0 1578 18
0 1581 11
0 1584 14
0 1587 200
0 1588 14
0 1596 1
0 1606 1
0 1608 1
0 1617 3
0 1618 9
0 1620 1
0 1622 1
0 1626 20
0 1627 1
0 1629 7
0 1636 3
0 1637 1
0 1643 1
0 1644 1
0 1649 9
0 1650 1
0 1655 1
0 1657 1
0 1659 1
0 1665 2
0 1667 3
0 1668 2
0 1672 1
0 1673 1
0 1680 3
0 1683 1
0 1684 1
0 1697 1
0 1701 1
0 1704 1
0 1708 1
0 1712 3
0 1713 1
0 1719 1
0 1720 1
0 1723 1
0 1725 2
0 1729 1
0 1735 3
0 1743 2
0 1749 4
0 1751 2
0 1752 1
0 1755 1
0 1757 1
0 1758 1
0 1759 2
0 1762 1
0 1763 2
0 1769 1
0 1770 34
0 1778 1
0 1783 1
0 1790 2
0 1797 1
0 1802 2
0 1804 1
0 1809 42
0 1810 1
0 1814 1
0 1816 2
0 1819 1
0 1822 1
0 1825 1
0 1832 2
0 1839 4
0 1846 1
0 1856 1
0 1874 2
0 1877 2
0 1878 1
0 1880 2
0 1881 1
0 1884 1
0 1885 1
0 1891 11
0 1900 1
0 1905 1
0 1909 1
0 1916 4
0 1932 5
0 1938 1
0 1943 1
0 1950 1
0 1954 1
0 1966 1
0 1971 1
0 1976 1
0 1990 5
0 1993 1
0 1994 15
0 2067 1
0 2101 1
0 2106 2
0 2115 3
0 2224 2
0 2226 3
0 2234 1
0 2241 1
0 2247 1
0 2261 1
0 2277 18
0 2284 1
0 2363 2
0 2425 1
0 2426 3
0 2434 1
0 2480 1
0 2497 1
0 2509 2
0 2595 2
0 2617 1
0 2691 1
0 2703 1
0 2713 3
0 2716 1
0 2719 2
0 2724 3
0 2758 1
0 2760 5
0 2821 3
0 2865 1
0 2911 1
0 2978 1
0 3039 1
0 3064 1
0 3094 1
0 3118 1
0 3132 2
0 3136 1
0 3152 3
0 3153 17
0 3191 1
0 3231 14
0 3235 1
0 3245 1
0 3257 23
0 3258 1
0 3290 1
0 3291 4
0 3368 1
0 3448 1
0 3475 1
0 3520 4
0 3533 2
0 3576 1
0 3594 6
0 3651 4
0 3668 1
0 3671 3
0 3693 2
0 3754 1
0 3785 2
0 3924 1
0 3992 22
0 4005 2
0 4015 2
0 4032 1
0 4061 1
0 4073 1
0 4089 1
0 4097 1
0 4182 7
0 4207 3
0 4224 1
0 4229 1
0 4274 2
0 4308 5
0 4326 1
0 4359 1
0 4379 1
0 4424 2
0 4456 1
0 4529 1
0 4617 1
0 4685 1
0 4711 1
0 4720 1
0 4730 1
0 4745 1
0 4798 1
0 4810 1
0 4815 1
0 4843 2
0 4896 1
0 4898 3
0 4940 2
0 4943 1
0 4946 1
0 4962 1
0 4966 1
0 5063 1
0 5083 4
0 5126 1
0 5158 1
0 5245 1
0 5248 12
0 5270 1
0 5317 1
0 5331 1
0 5347 1
0 5409 1
0 5444 1
0 5468 1
0 5505 5
0 5526 1
0 5590 1
0 5615 2
0 5620 1
0 5624 1
0 5632 3
0 5634 1
0 5721 12
0 5846 4
0 5864 1
0 5883 1
0 5898 1
0 5901 2
0 5939 1
0 5971 1
0 5993 14
0 6072 1
0 6080 3
0 6104 10
0 6119 3
0 6175 1
0 6232 1
0 6300 1
0 6323 2
0 6414 1
0 6453 1
0 6513 1
0 6595 2
0 6639 1
0 6768 2
0 6793 1
0 6809 1
0 6824 1
0 6926 1
0 6958 1
0 6997 1
0 7045 1
0 7070 1
0 7077 2
0 7098 2
0 7149 5
0 7168 2
0 7174 4
0 7323 1
0 7341 1
0 7356 1
0 7369 7
0 7376 4
0 7392 1
0 7416 1
0 7479 2
0 7481 2
0 7486 1
0 7502 8
0 7504 1
0 7553 2
0 7571 1
0 7580 6
0 7582 1
0 7586 2
0 7618 1
0 7673 1
0 7674 1
0 7698 1
0 7719 1
0 7767 1
0 7864 1
0 7880 25
0 7899 1
0 7903 7
0 7973 1
0 8002 3
0 8010 1
0 8023 1
0 8091 1
0 8109 1
0 8157 1
0 8198 1
0 8329 1
0 8380 3
0 8382 1
0 8410 4
0 8430 1
0 8623 1
0 8648 2
0 8690 2
0 8731 2
0 8756 22
0 8809 2
0 8870 1
0 8886 1
0 8904 1
0 8905 3
0 9002 2
0 9009 2
0 9092 1
0 9116 1
0 9126 1
0 9138 1
0 9210 1
0 9260 1
0 9321 5
0 9327 1
0 9408 1
0 9427 5
0 9440 1
0 9465 1
0 9479 3
0 9493 2
0 9510 1
0 9521 1
0 9533 1
0 9536 1
0 9553 2
0 9557 1
0 9565 1
0 9575 1
0 9582 1
0 9585 1
0 9589 1
0 9654 1
0 9790 1
0 9822 17
0 9982 1
0 415 1
0 8332 1
0 9887 2
0 9366 80
0 8633 1
0 2954 2
0 9921 1
0 8221 1
0 8498 1
0 8495 3
0 8850 1
0 8639 4
1 3 6
1 4 1
1 6 2
1 12 5
1 14 2
1 21 1
1 24 2
1 39 4
1 76 16
1 78 1
1 87 9
1 88 1
1 91 1
1 108 2
1 124 1
1 132 1
1 135 1
1 140 2
1 142 1
1 147 1
1 148 1
1 153 4
1 154 1
1 163 1
1 164 18
1 165 2
1 166 1
1 174 6
1 185 1
1 186 1
1 187 1
1 191 1
1 193 4
1 195 1
1 214 1
1 216 3
1 222 1
1 227 1
1 234 1
1 256 1
1 258 2
1 269 2
1 270 1
1 279 1
1 280 1
1 281 1
1 286 1
1 288 4
1 300 1
1 307 31
1 311 1
1 312 2
1 313 2
1 325 1
1 327 2
1 345 1
1 346 1
1 348 9
1 349 200
1 353 2
1 360 2
1 368 10
1 371 14
1 382 5
1 386 1
1 390 1
1 391 1
1 392 1
1 396 7
1 403 2
1 407 11
1 408 25
1 430 1
1 438 1
1 441 1
1 446 71
1 459 1
1 470 1
1 477 1
1 482 3
1 486 1
1 492 2
1 501 1
1 502 1
1 506 1
1 512 1
1 515 1
1 523 1
1 524 1
1 527 1
1 529 3
1 533 1
1 546 1
1 570 1
1 579 1
1 582 1
1 585 3
1 586 1
1 588 2
1 590 2
1 602 2
1 613 2
1 620 1
1 625 1
1 628 1
1 654 1
1 658 3
1 664 2
1 665 1
1 670 1
1 677 1
1 688 2
1 691 1
1 696 3
1 701 1
1 721 49
1 733 1
1 734 1
1 738 1
1 739 2
1 774 1
1 789 3
1 799 2
1 802 1
1 807 1
1 808 1
1 809 1
1 813 1
1 816 3
1 823 1
1 828 1
1 829 3
1 831 1
1 841 1
1 842 1
1 853 5
1 867 2
1 878 1
1 896 1
1 903 1
1 919 1
1 924 1
1 927 1
1 947 1
1 948 1
1 953 1
1 968 2
1 971 1
1 972 1
1 978 21
1 990 1
1 994 1
1 999 1
1 1002 1
1 1004 4
1 1006 2
1 1008 1
1 1010 2
1 1014 1
1 1018 1
1 1019 2
1 1024 1
1 1026 1
1 1027 1
1 1033 1
1 1043 1
1 1051 1
1 1055 6
1 1059 2
1 1064 1
1 1069 1
1 1078 2
1 1081 2
1 1082 1
1 1083 1
1 1095 1
1 1096 4
1 1097 1
1 1106 1
1 1111 1
1 1113 2
1 1115 2
1 1131 1
1 1142 2
1 1146 9
1 1149 1
1 1162 1
1 1165 200
1 1166 1
1 1175 1
1 1179 1
1 1180 1
1 1181 1
1 1183 5
1 1195 1
1 1198 1
1 1201 2
1 1206 1
1 1210 1
1 1212 15
1 1228 1
1 1244 6
1 1248 1
1 1249 1
1 1251 1
1 1276 1
1 1278 1
1 1285 1
1 1297 2
1 1298 1
1 1305 9
1 1316 2
1 1318 1
1 1319 1
1 1330 4
1 1331 1
1 1334 1
1 1341 4
1 1352 1
1 1362 1
1 1367 1
1 1370 1
1 1377 1
1 1386 1
1 1390 1
1 1399 2
1 1400 9
1 1408 3
1 1415 3
1 1416 2
1 1424 3
1 1430 1
1 1431 1
1 1437 1
1 1442 1
1 1443 2
1 1446 4
1 1449 4
1 1451 1
1 1453 1
1 1456 3
1 1464 1
1 1473 4
1 1477 1
1 1479 4
1 1482 1
1 1483 2
1 1484 1
1 1488 1
1 1491 1
1 1494 1
1 1499 1
1 1510 1
1 1512 2
1 1517 2
1 1520 1
1 1522 1
1 1523 1
1 1524 1
1 1531 1
1 1538 1
1 1547 42
1 1549 1
1 1553 1
1 1554 1
1 1557 1
1 1565 27
1 1572 1
1 1600 1
1 1601 3
1 1604 1
1 1607 1
1 1626 1
1 1634 1
1 1637 1
1 1638 2
1 1640 20
1 1643 1
1 1650 1
1 1654 1
1 1659 2
1 1667 2
1 1669 2
1 1672 20
1 1675 1
1 1678 1
1 1680 1
1 1682 1
1 1683 2
1 1697 1
1 1709 2
1 1717 1
1 1739 1
1 1745 1
1 1746 1
1 1749 3
1 1751 1
1 1752 1
1 1754 1
1 1762 1
1 1775 1
1 1776 1
1 1783 1
1 1790 1
