2	243	1.000000
2	386	1.000000
2	436	1.000000
2	579	1.000000
2	885	1.000000
10	635	1.000000
10	837	1.000000
14	133	1.000000
14	790	1.000000
26	52	6.000000
26	60	6.000000
26	729	6.000000
38	243	1.000000
38	252	1.000000
38	388	1.000000
38	708	1.000000
38	870	1.000000
39	197	1.000000
39	273	1.000000
39	451	1.000000
39	520	1.000000
39	546	1.000000
39	700	1.000000
39	812	1.000000
44	373	1.000000
44	445	1.000000
44	713	1.000000
48	373	6.000000
48	445	1.000000
49	60	6.000000
49	414	6.000000
49	681	6.000000
49	714	6.000000
49	812	6.000000
52	463	6.000000
52	558	6.000000
52	771	6.000000
52	775	6.000000
54	61	1.000000
54	867	1.000000
54	869	1.000000
59	635	1.000000
59	733	1.000000
60	545	6.000000
60	558	6.000000
61	221	1.000000
61	289	1.000000
66	125	1.000000
82	154	6.000000
82	273	6.000000
82	545	6.000000
82	631	6.000000
82	770	6.000000
82	832	6.000000
89	99	1.000000
89	289	1.000000
89	434	10.000000
89	492	1.000000
90	119	1.000000
91	101	1.000000
91	492	1.000000
92	104	1.000000
92	105	1.000000
92	125	1.000000
92	224	1.000000
92	294	1.000000
92	388	1.000000
92	483	1.000000
92	579	1.000000
92	591	1.000000
93	289	1.000000
93	374	1.000000
93	560	1.000000
97	158	1.000000
97	708	1.000000
97	837	1.000000
99	388	1.000000
101	374	1.000000
101	449	1.000000
101	579	1.000000
104	126	1.000000
105	148	1.000000
105	269	1.000000
125	269	1.000000
126	243	1.000000
126	790	1.000000
127	394	1.000000
127	421	1.000000
127	442	1.000000
127	739	1.000000
131	766	1.000000
139	326	1.000000
139	338	1.000000
139	763	1.000000
148	239	1.000000
148	244	1.000000
148	591	1.000000
148	708	1.000000
149	338	1.000000
151	307	1.000000
151	756	1.000000
151	870	1.000000
152	391	1.000000
152	442	1.000000
154	571	1.000000
154	714	6.000000
154	812	6.000000
155	681	6.000000
158	392	1.000000
158	733	1.000000
182	289	1.000000
182	421	1.000000
187	221	1.000000
187	239	1.000000
197	292	6.000000
197	571	1.000000
203	763	1.000000
204	414	6.000000
204	812	6.000000
219	631	6.000000
221	269	1.000000
222	338	1.000000
222	403	1.000000
224	235	1.000000
224	447	1.000000
225	468	1.000000
225	537	1.000000
225	733	1.000000
225	739	1.000000
225	869	1.000000
235	389	1.000000
235	711	1.000000
235	790	1.000000
239	244	1.000000
239	312	1.000000
239	717	1.000000
243	269	1.000000
243	387	1.000000
243	392	1.000000
243	730	1.000000
243	867	1.000000
244	269	1.000000
244	855	1.000000
249	273	6.000000
249	433	6.000000
252	393	1.000000
252	434	10.000000
252	483	1.000000
252	873	1.000000
260	389	1.000000
260	560	1.000000
260	756	1.000000
267	445	6.000000
267	632	6.000000
267	644	6.000000
270	739	1.000000
273	344	6.000000
273	816	6.000000
280	338	1.000000
280	547	1.000000
280	690	1.000000
289	294	1.000000
289	386	1.000000
289	387	1.000000
289	708	1.000000
289	870	1.000000
292	344	6.000000
294	733	1.000000
307	370	1.000000
307	385	1.000000
307	394	1.000000
307	756	1.000000
312	443	1.000000
326	403	1.000000
331	579	1.000000
331	867	1.000000
344	360	6.000000
344	414	6.000000
344	433	6.000000
351	436	1.000000
351	837	1.000000
360	433	6.000000
360	552	6.000000
360	644	6.000000
360	714	6.000000
360	875	6.000000
362	443	1.000000
362	870	1.000000
370	388	1.000000
370	434	10.000000
373	451	6.000000
374	393	1.000000
374	394	1.000000
375	387	1.000000
375	392	1.000000
375	485	1.000000
385	391	1.000000
385	591	1.000000
386	387	1.000000
386	394	1.000000
386	436	1.000000
387	393	1.000000
387	537	1.000000
387	579	1.000000
388	442	1.000000
388	449	1.000000
388	485	1.000000
388	492	1.000000
388	766	1.000000
388	867	1.000000
389	392	1.000000
389	444	1.000000
389	537	1.000000
391	392	1.000000
391	766	1.000000
391	869	1.000000
392	537	1.000000
392	598	1.000000
392	790	1.000000
392	855	1.000000
393	447	1.000000
393	730	1.000000
393	739	1.000000
394	635	1.000000
394	758	1.000000
421	537	1.000000
434	591	10.000000
434	598	10.000000
436	442	1.000000
442	443	1.000000
443	447	1.000000
444	870	1.000000
445	511	6.000000
447	494	1.000000
447	635	1.000000
451	463	6.000000
451	681	6.000000
461	628	6.000000
461	816	6.000000
463	520	6.000000
463	545	6.000000
463	628	6.000000
483	870	1.000000
511	578	6.000000
520	754	6.000000
520	852	6.000000
537	758	1.000000
545	681	6.000000
545	729	6.000000
546	754	6.000000
547	690	1.000000
558	729	6.000000
558	852	6.000000
571	812	1.000000
579	758	1.000000
598	758	1.000000
628	812	6.000000
632	681	6.000000
635	867	1.000000
644	771	6.000000
681	714	6.000000
681	775	6.000000
708	758	1.000000
729	816	6.000000
730	758	1.000000
733	873	1.000000
733	885	1.000000
754	816	6.000000
770	832	1.000000
775	812	6.000000
816	832	6.000000
