2	38	133.000000
2	386	1.000000
23	225	1.000000
23	230	1.000000
23	434	1.000000
23	466	1.000000
23	617	1.000000
30	104	1.000000
30	673	1.000000
30	705	4.000000
30	870	1.000000
38	443	133.000000
38	617	133.000000
44	180	147.642853
44	864	1.000000
49	601	48.000000
52	146	133.000000
52	387	1.000000
52	388	1.000000
54	429	1.000000
54	611	1.000000
54	869	1.000000
82	221	1.000000
82	591	1.000000
89	103	1.000000
89	289	1.000000
89	418	1.000000
89	617	1.000000
90	177	133.000000
90	224	133.000000
90	312	133.000000
90	386	1.000000
90	537	1.000000
90	571	133.000000
90	776	133.000000
103	389	168.000000
103	392	1.000000
103	393	1.000000
103	673	1.000000
103	733	1.000000
104	442	168.000000
104	443	1.000000
104	466	1.000000
104	705	1.000000
108	688	7.523809
120	151	133.000000
120	260	168.000000
120	325	168.000000
120	393	1.000000
120	434	1.000000
120	443	1.000000
120	537	1.000000
120	673	1.000000
120	730	168.000000
136	803	159.000000
136	864	168.000000
146	289	1.000000
151	235	1.000000
151	678	1.000000
153	269	24.000000
153	325	24.000000
153	389	24.000000
177	228	1.000000
177	389	133.000000
180	836	5.642857
180	864	147.642853
181	296	1.000000
181	312	1.000000
181	869	1.000000
182	386	1.000000
182	387	1.000000
182	389	1.000000
182	443	1.000000
182	483	1.000000
183	219	1.000000
183	607	1.000000
183	820	1.000000
183	866	35.416668
188	243	1.000000
188	391	1.000000
188	546	1.000000
207	239	1.000000
219	627	147.000000
219	866	1.000000
221	243	1.000000
221	444	1.000000
221	539	1.000000
221	766	1.000000
224	429	133.000000
224	578	133.000000
225	230	1.000000
225	733	1.000000
228	442	168.000000
230	466	1.000000
230	539	1.000000
230	766	1.000000
235	269	1.000000
235	312	1.000000
235	370	1.000000
235	394	1.000000
235	443	1.000000
239	339	1.000000
239	352	1.000000
239	678	1.000000
243	444	1.000000
260	296	168.000000
260	645	168.000000
269	434	1.000000
269	766	1.000000
289	766	1.000000
296	578	1.000000
296	645	133.000000
303	794	74.000000
307	352	133.000000
307	673	1.000000
312	869	18.000000
325	388	1.000000
325	626	133.000000
329	857	6.654762
334	488	117.750000
337	567	93.750000
337	815	85.000000
339	386	1.000000
339	537	1.000000
352	617	133.000000
352	831	133.000000
358	567	93.750000
358	815	68.250000
363	716	117.750000
370	673	1.000000
370	869	18.000000
370	870	1.000000
372	626	133.000000
386	388	1.000000
386	466	1.000000
386	571	1.000000
387	443	1.000000
387	483	1.000000
387	490	1.000000
388	392	1.000000
388	443	1.000000
388	466	1.000000
388	591	1.000000
388	611	1.000000
391	429	1.000000
391	443	1.000000
391	537	1.000000
391	591	133.000000
392	443	1.000000
392	444	1.000000
392	730	1.000000
393	790	1.000000
394	443	1.000000
394	790	1.000000
418	466	1.000000
429	539	1.000000
429	867	133.000000
434	611	1.000000
442	611	168.000000
443	673	1.000000
444	867	1.000000
464	488	157.000000
483	611	1.000000
490	867	1.000000
535	803	8.035714
535	864	8.517858
537	617	1.000000
568	811	147.642853
571	831	1.000000
578	733	1.000000
578	776	1.000000
599	823	1.000000
607	627	1.000000
607	866	1.000000
611	673	1.000000
611	831	1.000000
627	820	144.000000
716	815	157.000000
758	870	1.000000
803	836	149.535721
823	836	5.642857
836	864	149.535721
